pushPrice,update_price,barging_times,barging_price,transcycle
52.8,0.0,0.0,0.0,31
12.5,0.0,0.0,0.0,2
17.5,0.0,0.0,0.0,17
1.74,0.0,0.0,0.0,0
11.6,0.0,0.0,0.0,36
1.1,0.0,0.0,0.0,13
5.4,0.0,0.0,0.0,80
13.68,0.0,0.0,0.0,21
19.0,1.0,1.0,4.0,1
3.38,0.0,0.0,0.0,16
24.98,0.0,0.0,0.0,7
9.98,0.0,0.0,0.0,0
7.98,0.0,0.0,0.0,0
12.5,0.0,0.0,0.0,14
5.98,0.0,0.0,0.0,31
3.2,0.0,0.0,0.0,35
6.9,1.0,1.0,0.09999999999999964,1
16.8,0.0,0.0,0.0,16
9.98,1.0,1.0,-0.5999999999999996,11
11.58,0.0,0.0,0.0,30
15.5,0.0,0.0,0.0,13
22.98,0.0,0.0,0.0,36
19.3,0.0,0.0,0.0,2
10.8,0.0,0.0,0.0,22
3.58,1.0,1.0,0.10000000000000009,4
36.98,0.0,0.0,0.0,71
7.8,0.0,0.0,0.0,6
17.38,0.0,0.0,0.0,6
7.3,0.0,0.0,0.0,0
1.28,1.0,1.0,0.09999999999999987,0
6.8,0.0,0.0,0.0,9
7.98,0.0,0.0,0.0,0
3.3,0.0,0.0,0.0,98
5.88,0.0,0.0,0.0,8
8.8,2.0,2.0,0.6999999999999993,5
10.88,0.0,0.0,0.0,67
4.68,0.0,0.0,0.0,4
6.18,0.0,0.0,0.0,32
11.88,2.0,2.0,0.5,16
16.28,0.0,0.0,0.0,20
23.0,0.0,0.0,0.0,2
8.8,2.0,2.0,0.7999999999999989,6
35.8,2.0,2.0,2.8000000000000043,4
5.5,0.0,0.0,0.0,26
6.88,1.0,1.0,0.2999999999999998,9
6.3,0.0,0.0,0.0,1
4.18,0.0,0.0,0.0,60
4.88,1.0,1.0,0.2999999999999998,12
34.8,3.0,3.0,5.18,0
8.3,0.0,0.0,0.0,1
13.6,0.0,0.0,0.0,8
6.38,0.0,0.0,0.0,29
3.7,0.0,0.0,0.0,22
9.58,1.0,1.0,0.40000000000000036,10
3.2,0.0,0.0,0.0,2
13.0,0.0,0.0,0.0,5
6.05,0.0,0.0,0.0,80
6.8,0.0,0.0,0.0,1
48.8,1.0,1.0,5.200000000000003,2
16.3,2.0,2.0,0.3000000000000007,0
5.38,0.0,0.0,0.0,14
29.98,0.0,0.0,0.0,8
7.69,1.0,1.0,0.1999999999999993,1
7.9,0.0,0.0,0.0,9
7.8,0.0,0.0,0.0,55
4.98,0.0,0.0,0.0,8
31.0,1.0,1.0,1.0,5
9.98,0.0,0.0,0.0,6
5.38,2.0,2.0,0.41999999999999993,6
3.3,3.0,3.0,0.5,3
23.48,2.0,2.0,1.3999999999999986,0
8.9,0.0,0.0,0.0,26
59.2,0.0,0.0,0.0,25
65.0,2.0,2.0,1.0,17
6.28,1.0,1.0,0.3199999999999994,6
27.5,0.0,0.0,0.0,7
11.98,0.0,0.0,0.0,31
3.45,0.0,0.0,0.0,5
7.2,0.0,0.0,0.0,17
2.3,1.0,1.0,0.20000000000000018,7
7.1,1.0,1.0,0.20000000000000018,26
16.0,1.0,1.0,0.8000000000000007,13
7.8,0.0,0.0,0.0,7
23.18,2.0,2.0,0.6999999999999993,0
7.68,2.0,2.0,0.5999999999999996,9
13.5,0.0,0.0,0.0,0
12.88,0.0,0.0,0.0,15
22.68,1.0,1.0,0.5,22
11.58,0.0,0.0,0.0,8
5.8,2.0,2.0,0.4800000000000004,19
14.8,2.0,2.0,2.0,22
1.65,2.0,2.0,0.3500000000000001,49
9.0,0.0,0.0,0.0,10
6.0,0.0,0.0,0.0,27
18.8,1.0,1.0,0.3999999999999986,3
6.58,0.0,0.0,0.0,4
5.18,0.0,0.0,0.0,3
11.5,4.0,4.0,2.0,3
28.6,0.0,0.0,0.0,57
7.98,0.0,0.0,0.0,42
9.79,1.0,1.0,0.20000000000000107,13
15.5,0.0,0.0,0.0,6
5.98,0.0,0.0,0.0,5
6.88,0.0,0.0,0.0,1
21.98,1.0,1.0,0.8200000000000003,8
13.3,0.0,0.0,0.0,72
4.38,0.0,0.0,0.0,50
21.765,0.0,0.0,0.0,110
5.8,0.0,0.0,0.0,0
2.63,0.0,0.0,0.0,3
4.0,0.0,0.0,0.0,3
8.9,1.0,1.0,0.4800000000000004,0
0.88,0.0,0.0,0.0,3
12.8,1.0,1.0,0.3999999999999986,2
10.0,0.0,0.0,0.0,9
26.8,0.0,0.0,0.0,13
12.7,0.0,0.0,0.0,6
9.0,0.0,0.0,0.0,7
6.2,0.0,0.0,0.0,35
8.98,0.0,0.0,0.0,27
3.58,0.0,0.0,0.0,1
3.25,1.0,1.0,0.20000000000000018,77
2.8,0.0,0.0,0.0,13
2.1,1.0,1.0,0.19999999999999973,9
6.1,0.0,0.0,0.0,19
2.3,0.0,0.0,0.0,3
22.98,2.0,2.0,0.8999999999999986,1
62.0,1.0,1.0,0.5,2
27.98,2.0,2.0,0.8200000000000003,7
30.8,1.0,1.0,1.9999999999999964,2
23.6,0.0,0.0,0.0,36
8.55,0.0,0.0,0.0,28
3.5,0.0,0.0,0.0,3
6.8,0.0,0.0,0.0,15
8.9799,3.0,3.0,0.8201,9
6.2,1.0,1.0,0.2999999999999998,3
0.6,1.0,1.0,0.09999999999999998,2
20.3,1.0,1.0,1.6999999999999993,9
60.0,1.0,1.0,1.7999999999999972,29
5.3,0.0,0.0,0.0,18
8.98,0.0,0.0,0.0,14
8.55,0.0,0.0,0.0,22
7.28,3.0,3.0,0.7199999999999998,38
7.68,0.0,0.0,0.0,15
25.6,1.0,1.0,1.3999999999999986,35
14.38,0.0,0.0,0.0,49
2.5,0.0,0.0,0.0,7
15.68,2.0,2.0,0.6000000000000014,1
5.6,0.0,0.0,0.0,4
12.8,0.0,0.0,0.0,228
35.88,0.0,0.0,0.0,6
18.2,0.0,0.0,0.0,16
7.5,0.0,0.0,0.0,4
5.9,0.0,0.0,0.0,1
9.8,0.0,0.0,0.0,8
0.7,0.0,0.0,0.0,5
9.38,0.0,0.0,0.0,2
3.0,0.0,0.0,0.0,1
9.8,2.0,2.0,0.6999999999999993,2
2.55,0.0,0.0,0.0,10
14.5,0.0,0.0,0.0,11
10.8,0.0,0.0,0.0,3
3.88,0.0,0.0,0.0,7
9.0,1.0,1.0,0.1999999999999993,4
17.8,0.0,0.0,0.0,4
35.0,0.0,0.0,0.0,36
7.8,0.0,0.0,0.0,15
4.78,1.0,1.0,0.20000000000000018,18
9.18,1.0,1.0,0.41999999999999993,6
22.0,3.0,3.0,1.8999999999999986,27
8.5,0.0,0.0,0.0,3
4.3,0.0,0.0,0.0,24
3.4,1.0,1.0,2.4,0
3.3,0.0,0.0,0.0,28
15.2,3.0,3.0,0.9800000000000004,5
4.28,0.0,0.0,0.0,9
19.98,0.0,0.0,0.0,23
3.2,0.0,0.0,0.0,3
8.58,0.0,0.0,0.0,3
13.4,0.0,0.0,0.0,20
9.97,1.0,1.0,0.5299999999999994,2
11.0,0.0,0.0,0.0,16
2.4,0.0,0.0,0.0,5
36.8,0.0,0.0,0.0,36
7.6,0.0,0.0,0.0,12
6.1,4.0,4.0,0.7000000000000002,0
21.3,0.0,0.0,0.0,15
5.68,0.0,0.0,0.0,5
18.88,0.0,0.0,0.0,9
19.3,0.0,0.0,0.0,19
22.98,2.0,2.0,1.8999999999999986,6
7.0,0.0,0.0,0.0,1
3.8,1.0,1.0,0.20000000000000018,4
1.38,1.0,1.0,0.1200000000000001,20
47.0,0.0,0.0,0.0,15
4.19,4.0,4.0,0.1899999999999995,37
4.6,0.0,0.0,0.0,13
3.8,1.0,1.0,0.40000000000000036,18
4.2,1.0,1.0,-0.20000000000000018,7
23.8799,3.0,3.0,0.10010000000000119,4
2.98,0.0,0.0,0.0,14
5.48,1.0,1.0,0.5,39
35.0,1.0,1.0,1.0,1
8.0,0.0,0.0,0.0,28
41.5,0.0,0.0,0.0,33
17.98,1.0,1.0,0.5199999999999996,4
22.5,0.0,0.0,0.0,1
7.9,0.0,0.0,0.0,6
8.58,0.0,0.0,0.0,2
45.8,0.0,0.0,0.0,10
4.2,1.0,1.0,0.2999999999999998,29
3.5,0.0,0.0,0.0,9
18.8,0.0,0.0,0.0,2
8.6,1.0,1.0,0.20000000000000107,13
19.6,0.0,0.0,0.0,11
15.5,0.0,0.0,0.0,6
7.6,0.0,0.0,0.0,4
24.5,4.0,4.0,1.8000000000000007,2
24.3,0.0,0.0,0.0,10
6.7,0.0,0.0,0.0,10
8.3,0.0,0.0,0.0,7
1.98,0.0,0.0,0.0,8
7.3,2.0,2.0,0.5,32
3.14,0.0,0.0,0.0,3
3.58,0.0,0.0,0.0,2
18.2,0.0,0.0,0.0,98
6.0,0.0,0.0,0.0,1
13.88,0.0,0.0,0.0,5
6.88,0.0,0.0,0.0,6
1.5,0.0,0.0,0.0,8
8.68,0.0,0.0,0.0,9
23.68,5.0,5.0,-14.48,14
18.0,0.0,0.0,0.0,127
33.5,0.0,0.0,0.0,60
8.68,1.0,1.0,0.2699999999999996,26
5.3,0.0,0.0,0.0,23
5.8,1.0,1.0,0.5,43
7.1,2.0,2.0,0.40000000000000036,5
2.2,0.0,0.0,0.0,12
6.68,1.0,1.0,0.1200000000000001,11
5.8,0.0,0.0,0.0,14
6.98,0.0,0.0,0.0,136
17.65,0.0,0.0,0.0,6
7.6,0.0,0.0,0.0,11
19.6,0.0,0.0,0.0,9
2.9,0.0,0.0,0.0,15
7.28,0.0,0.0,0.0,36
4.98,0.0,0.0,0.0,11
2.7799,0.0,0.0,0.0,41
10.8,0.0,0.0,0.0,18
9.3,0.0,0.0,0.0,86
21.5,2.0,2.0,0.3999999999999986,1
1.3,0.0,0.0,0.0,14
5.0,0.0,0.0,0.0,91
16.58,1.0,1.0,1.0,14
3.0,0.0,0.0,0.0,2
6.5,0.0,0.0,0.0,1
32.88,2.0,2.0,1.3999999999999986,5
2.68,0.0,0.0,0.0,7
2.2,1.0,1.0,0.19999999999999973,40
33.8,0.0,0.0,0.0,40
17.3,1.0,1.0,0.1999999999999993,21
5.92,3.0,3.0,0.08000000000000007,5
0.8,0.0,0.0,0.0,1
3.43,0.0,0.0,0.0,19
7.18,1.0,1.0,0.20000000000000018,2
4.98,0.0,0.0,0.0,39
12.88,1.0,1.0,-0.3000000000000007,3
4.85,0.0,0.0,0.0,19
23.0,1.0,1.0,0.5,38
26.0,0.0,0.0,0.0,19
5.1,0.0,0.0,0.0,34
17.6,0.0,0.0,0.0,6
12.5,0.0,0.0,0.0,33
14.8,0.0,0.0,0.0,10
4.68,0.0,0.0,0.0,17
6.88,0.0,0.0,0.0,6
5.2,0.0,0.0,0.0,1
1.78,0.0,0.0,0.0,12
26.0,2.0,2.0,2.5,4
3.9,0.0,0.0,0.0,30
31.98,0.0,0.0,0.0,3
3.88,1.0,1.0,0.20000000000000018,3
21.48,0.0,0.0,0.0,19
12.28,0.0,0.0,0.0,38
0.95,0.0,0.0,0.0,87
21.88,0.0,0.0,0.0,2
8.3,0.0,0.0,0.0,5
6.6,0.0,0.0,0.0,12
6.38,0.0,0.0,0.0,5
2.58,1.0,1.0,0.10000000000000009,23
25.8,1.0,1.0,0.1999999999999993,7
11.5,0.0,0.0,0.0,6
17.0,1.0,1.0,1.8000000000000007,255
5.6,2.0,2.0,0.3000000000000007,4
6.0,3.0,3.0,3.1999999999999993,1
9.2,1.0,1.0,-0.3999999999999986,19
7.5,0.0,0.0,0.0,15
6.5,0.0,0.0,0.0,18
1.7,0.0,0.0,0.0,11
19.98,1.0,1.0,1.0199999999999996,1
41.5,1.0,1.0,1.0,11
22.8,0.0,0.0,0.0,2
10.5,0.0,0.0,0.0,1
4.28,0.0,0.0,0.0,10
3.98,3.0,3.0,0.6999999999999997,1
1.45,0.0,0.0,0.0,13
5.39,0.0,0.0,0.0,11
38.0,3.0,3.0,1.5,21
1.8,0.0,0.0,0.0,1
11.0,0.0,0.0,0.0,18
24.5,0.0,0.0,0.0,3
8.5,3.0,3.0,2.3000000000000007,3
13.59,0.0,0.0,0.0,21
17.98,2.0,2.0,1.6999999999999993,1
13.8,0.0,0.0,0.0,11
32.98,0.0,0.0,0.0,6
12.9,0.0,0.0,0.0,37
80.0,0.0,0.0,0.0,31
1.0,0.0,0.0,0.0,6
3.8,0.0,0.0,0.0,2
11.8,3.0,3.0,1.0,6
17.4148,0.0,0.0,0.0,40
10.6,1.0,1.0,5.58,1
12.6,0.0,0.0,0.0,14
4.18,0.0,0.0,0.0,3
6.68,3.0,3.0,0.4300000000000006,1
25.0,0.0,0.0,0.0,3
23.5,1.0,1.0,0.10000000000000142,4
2.5,0.0,0.0,0.0,0
4.2,0.0,0.0,0.0,19
9.2,0.0,0.0,0.0,9
4.78,0.0,0.0,0.0,19
18.0,0.0,0.0,0.0,32
52.0,0.0,0.0,0.0,13
12.5,0.0,0.0,0.0,5
20.6,1.0,1.0,0.29999999999999716,2
2.35,1.0,1.0,0.3500000000000001,8
31.0,1.0,1.0,0.379999999999999,17
1.2,0.0,0.0,0.0,67
4.98,0.0,0.0,0.0,4
2.48,1.0,1.0,0.20000000000000018,46
6.0,0.0,0.0,0.0,13
8.8,0.0,0.0,0.0,11
29.76,0.0,0.0,0.0,15
5.08,0.0,0.0,0.0,3
28.8,1.0,1.0,1.0,6
4.38,0.0,0.0,0.0,4
0.99,0.0,0.0,0.0,5
0.88,1.0,1.0,0.09999999999999998,12
17.98,1.0,1.0,0.3000000000000007,1
12.8,0.0,0.0,0.0,2
13.18,4.0,4.0,0.5,5
7.5,0.0,0.0,0.0,16
2.5,0.0,0.0,0.0,2
2.79,2.0,2.0,0.5099999999999998,1
4.4,0.0,0.0,0.0,3
4.28,0.0,0.0,0.0,9
39.98,1.0,1.0,0.5200000000000031,3
1.99,0.0,0.0,0.0,3
15.0,5.0,5.0,0.9000000000000004,5
3.58,0.0,0.0,0.0,9
2.98,0.0,0.0,0.0,1
10.3,0.0,0.0,0.0,8
15.68,0.0,0.0,0.0,7
23.38,0.0,0.0,0.0,1
7.58,0.0,0.0,0.0,89
3.68,0.0,0.0,0.0,11
10.6,2.0,2.0,1.2800000000000011,46
1.8,0.0,0.0,0.0,0
18.68,1.0,1.0,0.120000000000001,27
5.68,0.0,0.0,0.0,47
8.8,3.0,3.0,0.6999999999999993,1
11.78,0.0,0.0,0.0,20
14.4,1.0,1.0,0.40000000000000036,41
76.0,0.0,0.0,0.0,1
9.3,1.0,1.0,0.1999999999999993,26
4.98,0.0,0.0,0.0,8
20.0,1.0,1.0,0.879999999999999,10
8.85,0.0,0.0,0.0,3
0.95,0.0,0.0,0.0,6
8.05,0.0,0.0,0.0,38
24.98,2.0,2.0,0.8200000000000003,49
20.6,0.0,0.0,0.0,14
6.9,0.0,0.0,0.0,5
22.98,0.0,0.0,0.0,28
4.98,0.0,0.0,0.0,27
8.8,0.0,0.0,0.0,1
9.9499,0.0,0.0,0.0,88
11.6,0.0,0.0,0.0,9
2.8,0.0,0.0,0.0,5
8.48,0.0,0.0,0.0,166
6.2,0.0,0.0,0.0,15
19.0,0.0,0.0,0.0,25
6.98,0.0,0.0,0.0,48
5.9999,0.0,0.0,0.0,45
4.65,0.0,0.0,0.0,33
1.98,0.0,0.0,0.0,11
4.1,0.0,0.0,0.0,3
9.3,0.0,0.0,0.0,1
13.5,0.0,0.0,0.0,23
6.5,0.0,0.0,0.0,4
9.18,0.0,0.0,0.0,5
8.36,0.0,0.0,0.0,54
2.6,0.0,0.0,0.0,2
11.68,1.0,1.0,0.20000000000000107,14
19.2,0.0,0.0,0.0,5
8.88,1.0,1.0,0.09999999999999964,2
12.78,1.0,1.0,1.9000000000000004,4
24.8,0.0,0.0,0.0,4
8.5,2.0,2.0,1.0999999999999996,0
16.18,0.0,0.0,0.0,13
15.28,4.0,4.0,2.0000000000000018,1
21.3,1.0,1.0,0.1999999999999993,1
5.0,1.0,1.0,0.6799999999999997,7
12.0,2.0,2.0,3.0,129
13.88,0.0,0.0,0.0,11
23.2,0.0,0.0,0.0,9
16.68,0.0,0.0,0.0,18
11.8,0.0,0.0,0.0,3
5.8,0.0,0.0,0.0,21
3.77,0.0,0.0,0.0,19
17.5,0.0,0.0,0.0,0
5.0,0.0,0.0,0.0,7
18.98,1.0,1.0,0.5199999999999996,76
26.98,0.0,0.0,0.0,19
4.68,0.0,0.0,0.0,3
9.98,0.0,0.0,0.0,17
4.55,0.0,0.0,0.0,16
2.38,0.0,0.0,0.0,13
3.48,1.0,1.0,0.10000000000000009,2
5.28,0.0,0.0,0.0,6
10.6,0.0,0.0,0.0,50
18.98,1.0,1.0,0.8200000000000003,26
6.98,0.0,0.0,0.0,1
13.8,1.0,1.0,0.3999999999999986,4
31.0,0.0,0.0,0.0,54
9.0,0.0,0.0,0.0,8
17.9,1.0,1.0,0.8000000000000007,4
12.98,0.0,0.0,0.0,5
16.5,0.0,0.0,0.0,0
22.68,1.0,1.0,0.6000000000000014,1
1.6,0.0,0.0,0.0,29
25.8,0.0,0.0,0.0,4
4.0,0.0,0.0,0.0,1
22.5,0.0,0.0,0.0,28
16.98,0.0,0.0,0.0,21
11.28,0.0,0.0,0.0,17
23.5,0.0,0.0,0.0,8
9.3,0.0,0.0,0.0,90
34.08,2.0,2.0,0.5200000000000031,1
18.3,1.0,1.0,0.6999999999999993,13
7.78,1.0,1.0,0.09999999999999964,0
2.98,3.0,3.0,1.52,3
4.3,2.0,2.0,0.3799999999999999,2
21.3,0.0,0.0,0.0,2
19.6,0.0,0.0,0.0,20
16.5,0.0,0.0,0.0,5
19.98,0.0,0.0,0.0,9
4.48,1.0,1.0,0.39999999999999947,8
2.3,0.0,0.0,0.0,23
30.0,0.0,0.0,0.0,12
1.68,0.0,0.0,0.0,5
3.75,0.0,0.0,0.0,10
4.8,0.0,0.0,0.0,7
4.6,0.0,0.0,0.0,53
72.8,0.0,0.0,0.0,5
9.58,0.0,0.0,0.0,7
1.8,0.0,0.0,0.0,0
12.8,1.0,1.0,0.5,2
3.28,2.0,2.0,0.30000000000000027,1
20.6,0.0,0.0,0.0,14
8.64,0.0,0.0,0.0,5
19.98,1.0,1.0,0.8200000000000003,36
20.8,0.0,0.0,0.0,11
7.7,1.0,1.0,0.4999999999999991,8
8.7,0.0,0.0,0.0,1
4.38,0.0,0.0,0.0,11
15.98,0.0,0.0,0.0,5
8.2,1.0,1.0,0.3000000000000007,2
9.5,2.0,2.0,1.4800000000000004,55
5.8,0.0,0.0,0.0,20
12.9,0.0,0.0,0.0,15
2.0,0.0,0.0,0.0,1
71.8,3.0,3.0,-58.9,14
8.6,1.0,1.0,0.28000000000000114,5
14.98,0.0,0.0,0.0,15
4.68,1.0,1.0,0.3000000000000007,3
3.0,0.0,0.0,0.0,3
3.98,1.0,1.0,0.30000000000000027,4
12.8,0.0,0.0,0.0,2
1.98,0.0,0.0,0.0,1
10.8,0.0,0.0,0.0,17
6.98,1.0,1.0,0.09999999999999964,11
8.38,0.0,0.0,0.0,40
20.3,0.0,0.0,0.0,31
27.0,0.0,0.0,0.0,6
18.5,0.0,0.0,0.0,21
9.99,1.0,1.0,-0.1899999999999995,13
2.35,0.0,0.0,0.0,43
22.5,0.0,0.0,0.0,47
6.8,0.0,0.0,0.0,10
6.8,0.0,0.0,0.0,1
18.58,1.0,1.0,0.7700000000000031,120
10.8,0.0,0.0,0.0,4
14.0,4.0,4.0,2.5,2
21.56,0.0,0.0,0.0,22
10.58,0.0,0.0,0.0,18
8.38,0.0,0.0,0.0,20
10.8,0.0,0.0,0.0,40
7.9,0.0,0.0,0.0,1
8.99,2.0,2.0,0.6099999999999994,13
8.3,2.0,2.0,0.09999999999999964,5
3.88,0.0,0.0,0.0,49
14.88,0.0,0.0,0.0,29
14.88,0.0,0.0,0.0,11
2.85,1.0,1.0,0.3500000000000001,6
3.28,0.0,0.0,0.0,62
10.8,0.0,0.0,0.0,2
28.5,4.0,4.0,5.299999999999997,1
23.2,0.0,0.0,0.0,59
2.35,1.0,1.0,0.1499999999999999,1
6.5,1.0,1.0,0.2999999999999998,5
5.58,0.0,0.0,0.0,18
0.6,0.0,0.0,0.0,1
28.8,0.0,0.0,0.0,14
