carid,pushPrice,update_price,barging_times,barging_price,transcycle,pushDate_year,pushDate_month,pushDate_day,barging_times_pushPrice_max,barging_times_pushPrice_min,barging_times_pushPrice_median,barging_times_pushPrice_sum,barging_times_pushPrice_mad,pushDate_year_pushPrice_max,pushDate_year_pushPrice_min,pushDate_year_pushPrice_median,pushDate_year_pushPrice_sum,pushDate_year_pushPrice_mad,pushDate_month_pushPrice_max,pushDate_month_pushPrice_min,pushDate_month_pushPrice_median,pushDate_month_pushPrice_sum,pushDate_month_pushPrice_mad,pushDate_day_pushPrice_max,pushDate_day_pushPrice_min,pushDate_day_pushPrice_median,pushDate_day_pushPrice_sum,pushDate_day_pushPrice_mad
30211,18.58,2.0,2.0,0.8000000000000007,6,2020,11,9,78.5,0.5,10.8,7970.618199999999,7.633546552668057,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.26,9.9,6274.649300000001,9.142702139628737,90.88,0.5,9.5,3652.2696000000024,8.044096287879736
624,11.42,0.0,0.0,0.0,6,2021,7,20,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,184.3,0.45,9.8,4333.379500000004,8.986925702393341
12588,9.7,0.0,0.0,0.0,14,2020,5,9,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,176.0,0.4,8.8,11586.005799999944,8.429474586858268,90.88,0.5,9.5,3652.2696000000024,8.044096287879736
11435,8.6,1.0,1.0,0.08000000000000007,102,2020,3,1,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.45,9.0,9436.379300000002,9.017434442428256,58.0,0.6,9.415,2199.7648000000017,7.657611414982164
295,6.0,0.0,0.0,0.0,13,2021,7,10,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,88.88,0.4,10.6,4175.989500000002,9.007438553739705
33761,11.0,2.0,2.0,0.5,5,2020,7,10,78.5,0.5,10.8,7970.618199999999,7.633546552668057,658.0,0.26,9.6,67311.85020000084,9.242330573739086,210.0,0.15,8.88,15210.095499999932,8.505232379232847,88.88,0.4,10.6,4175.989500000002,9.007438553739705
622,5.8,0.0,0.0,0.0,2,2021,7,2,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,81.8,0.1,9.74,2748.4694000000013,7.392282697178792
35492,24.8,0.0,0.0,0.0,8,2020,12,17,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,77.2,0.6,9.5,6478.428800000002,7.265899276859503,87.0,0.15,9.59,3228.6596000000036,7.8046282304
69974,3.98,1.0,1.0,0.52,4,2021,4,16,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,119.0,0.3,9.9,12072.94439999996,8.841058199147682,176.0,0.3,7.94,2913.5594000000015,9.927865743801652
54141,12.0,0.0,0.0,0.0,2,2020,6,9,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,90.88,0.5,9.5,3652.2696000000024,8.044096287879736
4343,4.6,0.0,0.0,0.0,0,2020,9,9,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,90.88,0.5,9.5,3652.2696000000024,8.044096287879736
71250,17.5,0.0,0.0,0.0,0,2021,7,17,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,87.0,0.15,9.59,3228.6596000000036,7.8046282304
18269,8.68,0.0,0.0,0.0,41,2020,9,14,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,658.0,0.5,10.48,4304.129800000002,11.59799062407945
14920,39.3,1.0,1.0,0.30000000000000426,2,2021,1,13,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,90.88,0.88,8.8,6093.14930000001,7.741405941012186,88.5,0.7,9.34,3850.559700000005,8.475842875148633
60829,6.55,1.0,1.0,0.2999999999999998,5,2021,4,20,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,119.0,0.3,9.9,12072.94439999996,8.841058199147682,184.3,0.45,9.8,4333.379500000004,8.986925702393341
18396,15.8,0.0,0.0,0.0,4,2020,8,8,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,93.6,0.8,9.99,3334.8495000000044,8.645095762920226
16035,5.5,0.0,0.0,0.0,57,2020,3,5,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.45,9.0,9436.379300000002,9.017434442428256,210.0,0.78,10.5,4270.2715000000035,11.820361806589657
68448,27.8,2.0,2.0,1.0,5,2020,6,22,78.5,0.5,10.8,7970.618199999999,7.633546552668057,658.0,0.26,9.6,67311.85020000084,9.242330573739086,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,84.3,0.9,8.98,3572.4397000000035,9.578336190695888
10877,7.3,0.0,0.0,0.0,42,2020,8,8,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,93.6,0.8,9.99,3334.8495000000044,8.645095762920226
1444,1.24,1.0,1.0,0.71,58,2021,5,8,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,93.6,0.8,9.99,3334.8495000000044,8.645095762920226
8221,7.5,0.0,0.0,0.0,2,2020,9,16,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,176.0,0.3,7.94,2913.5594000000015,9.927865743801652
67382,38.5,0.0,0.0,0.0,1,2021,3,11,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,108.0,0.45,9.0,9436.379300000002,9.017434442428256,95.0,0.6,10.54,3973.0292000000045,9.945037023836045
21509,2.98,1.0,1.0,0.41999999999999993,8,2020,7,5,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,210.0,0.15,8.88,15210.095499999932,8.505232379232847,210.0,0.78,10.5,4270.2715000000035,11.820361806589657
41019,5.18,1.0,1.0,0.7000000000000002,4,2020,4,25,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,119.0,0.3,9.9,12072.94439999996,8.841058199147682,80.0,0.7,8.97995,3745.964600000003,8.336713319830245
5878,15.46,0.0,0.0,0.0,5,2020,8,30,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,68.8,0.42,7.54,2348.968500000002,7.579985121999603
1306,1.35,1.0,1.0,0.6499999999999999,1,2021,7,11,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,95.0,0.6,10.54,3973.0292000000045,9.945037023836045
4031,18.8799,1.0,1.0,0.12010000000000076,20,2020,8,13,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,88.5,0.7,9.34,3850.559700000005,8.475842875148633
14172,71.6,1.0,1.0,-1.0,4,2020,11,13,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.26,9.9,6274.649300000001,9.142702139628737,88.5,0.7,9.34,3850.559700000005,8.475842875148633
29168,42.8,0.0,0.0,0.0,24,2020,7,10,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,210.0,0.15,8.88,15210.095499999932,8.505232379232847,88.88,0.4,10.6,4175.989500000002,9.007438553739705
48056,18.9,0.0,0.0,0.0,45,2020,5,21,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,176.0,0.4,8.8,11586.005799999944,8.429474586858268,161.0,0.4,8.58,3129.8599000000045,8.11481547640512
68725,4.88,1.0,1.0,0.10000000000000053,2,2021,6,29,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,57.8,0.26,8.79,3321.2346000000016,7.663585759634662
30611,3.5,0.0,0.0,0.0,3,2021,7,4,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,155.7,0.3,9.05,3525.4599000000026,10.599896188865765
66239,1.25,0.0,0.0,0.0,24,2020,6,7,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,60.0,0.95,8.75,3062.677500000004,7.17480414084022
38791,11.2,0.0,0.0,0.0,7,2020,12,6,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,77.2,0.6,9.5,6478.428800000002,7.265899276859503,280.0,0.4,8.34,3644.729500000005,9.543332367149759
59378,15.0,0.0,0.0,0.0,112,2020,12,15,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,77.2,0.6,9.5,6478.428800000002,7.265899276859503,61.8,0.7799,9.59,3299.859600000003,7.845878515625001
48202,25.8,0.0,0.0,0.0,19,2020,10,4,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,86.8,0.6,8.6,6215.039100000005,8.712399933752032,155.7,0.3,9.05,3525.4599000000026,10.599896188865765
44765,6.8,3.0,3.0,0.35000000000000053,4,2020,10,15,91.0,0.3,10.8,3418.279100000002,9.928268611570246,658.0,0.26,9.6,67311.85020000084,9.242330573739086,86.8,0.6,8.6,6215.039100000005,8.712399933752032,61.8,0.7799,9.59,3299.859600000003,7.845878515625001
25308,6.3,0.0,0.0,0.0,10,2020,12,8,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,77.2,0.6,9.5,6478.428800000002,7.265899276859503,93.6,0.8,9.99,3334.8495000000044,8.645095762920226
1366,2.94,2.0,2.0,1.06,0,2021,5,22,78.5,0.5,10.8,7970.618199999999,7.633546552668057,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,84.3,0.9,8.98,3572.4397000000035,9.578336190695888
2302,5.2,0.0,0.0,0.0,47,2021,1,5,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,90.88,0.88,8.8,6093.14930000001,7.741405941012186,210.0,0.78,10.5,4270.2715000000035,11.820361806589657
26824,8.8,0.0,0.0,0.0,6,2021,1,6,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,90.88,0.88,8.8,6093.14930000001,7.741405941012186,280.0,0.4,8.34,3644.729500000005,9.543332367149759
17036,6.8,0.0,0.0,0.0,1,2021,6,29,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,57.8,0.26,8.79,3321.2346000000016,7.663585759634662
47749,3.6,0.0,0.0,0.0,3,2020,5,10,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,176.0,0.4,8.8,11586.005799999944,8.429474586858268,88.88,0.4,10.6,4175.989500000002,9.007438553739705
7622,12.8,0.0,0.0,0.0,11,2021,6,25,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,80.0,0.7,8.97995,3745.964600000003,8.336713319830245
63018,6.87,2.0,2.0,81.72999999999999,8,2021,5,22,78.5,0.5,10.8,7970.618199999999,7.633546552668057,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,84.3,0.9,8.98,3572.4397000000035,9.578336190695888
666,16.4999,1.0,1.0,0.8800999999999988,98,2021,6,23,176.0,0.19,9.58,23684.525499999927,8.557671716177596,210.0,0.1,8.7,39574.98980000011,8.026246231497964,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,77.0,0.19,9.05,3548.919500000002,8.764984868572084
26456,5.9,0.0,0.0,0.0,13,2021,6,18,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,56.8,0.65,9.4,3796.5598000000014,7.542528612738512
53921,14.68,0.0,0.0,0.0,14,2020,2,27,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,184.3,0.45,9.6,3550.6798000000035,8.206991487044021,108.0,0.97,9.6,3792.3831000000064,8.840538409078802
46027,11.58,0.0,0.0,0.0,7,2020,5,18,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,176.0,0.4,8.8,11586.005799999944,8.429474586858268,56.8,0.65,9.4,3796.5598000000014,7.542528612738512
10541,10.8,0.0,0.0,0.0,1,2021,4,7,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,119.0,0.3,9.9,12072.94439999996,8.841058199147682,60.0,0.95,8.75,3062.677500000004,7.17480414084022
50002,27.8,0.0,0.0,0.0,14,2021,3,19,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,108.0,0.45,9.0,9436.379300000002,9.017434442428256,119.0,0.3,8.6,3705.2295000000017,8.962729031452508
392,2.4,0.0,0.0,0.0,23,2021,7,4,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,155.7,0.3,9.05,3525.4599000000026,10.599896188865765
1282,8.4,0.0,0.0,0.0,83,2021,7,2,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,81.8,0.1,9.74,2748.4694000000013,7.392282697178792
12959,7.0,0.0,0.0,0.0,3,2020,6,5,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,210.0,0.78,10.5,4270.2715000000035,11.820361806589657
49520,4.1,2.0,2.0,0.1800000000000006,1,2020,11,16,78.5,0.5,10.8,7970.618199999999,7.633546552668057,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.26,9.9,6274.649300000001,9.142702139628737,176.0,0.3,7.94,2913.5594000000015,9.927865743801652
7163,13.5,0.0,0.0,0.0,17,2021,3,23,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,108.0,0.45,9.0,9436.379300000002,9.017434442428256,77.0,0.19,9.05,3548.919500000002,8.764984868572084
40238,14.9,0.0,0.0,0.0,5,2021,3,18,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,108.0,0.45,9.0,9436.379300000002,9.017434442428256,56.8,0.65,9.4,3796.5598000000014,7.542528612738512
1007,3.5,0.0,0.0,0.0,1,2021,4,21,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,119.0,0.3,9.9,12072.94439999996,8.841058199147682,161.0,0.4,8.58,3129.8599000000045,8.11481547640512
850,13.1,0.0,0.0,0.0,0,2021,5,11,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,95.0,0.6,10.54,3973.0292000000045,9.945037023836045
65119,3.98,0.0,0.0,0.0,69,2020,2,20,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,184.3,0.45,9.6,3550.6798000000035,8.206991487044021,184.3,0.45,9.8,4333.379500000004,8.986925702393341
9584,18.38,3.0,3.0,0.5,0,2020,9,20,91.0,0.3,10.8,3418.279100000002,9.928268611570246,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,184.3,0.45,9.8,4333.379500000004,8.986925702393341
9522,3.98,1.0,1.0,0.3999999999999999,5,2020,9,21,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,161.0,0.4,8.58,3129.8599000000045,8.11481547640512
9462,10.2,6.0,6.0,2.3000000000000007,0,2021,7,1,55.0,7.3,18.5,315.68,13.856568047337275,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,58.0,0.6,9.415,2199.7648000000017,7.657611414982164
66673,6.38,0.0,0.0,0.0,44,2020,5,13,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,176.0,0.4,8.8,11586.005799999944,8.429474586858268,88.5,0.7,9.34,3850.559700000005,8.475842875148633
69765,6.38,1.0,1.0,0.5,3,2020,8,10,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,88.88,0.4,10.6,4175.989500000002,9.007438553739705
56254,38.88,0.0,0.0,0.0,5,2020,11,10,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.26,9.9,6274.649300000001,9.142702139628737,88.88,0.4,10.6,4175.989500000002,9.007438553739705
7205,13.8,0.0,0.0,0.0,24,2021,7,13,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,88.5,0.7,9.34,3850.559700000005,8.475842875148633
46063,9.2,5.0,5.0,0.7800000000000011,26,2021,1,9,37.5,0.45,9.68,314.8598999999999,5.96377184,210.0,0.1,8.7,39574.98980000011,8.026246231497964,90.88,0.88,8.8,6093.14930000001,7.741405941012186,90.88,0.5,9.5,3652.2696000000024,8.044096287879736
37262,16.28,0.0,0.0,0.0,15,2021,5,18,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,56.8,0.65,9.4,3796.5598000000014,7.542528612738512
477,27.5,0.0,0.0,0.0,29,2021,7,26,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,62.9,0.45,8.739999999999998,3304.1597000000006,7.982868141643711
59416,14.58,1.0,1.0,0.6999999999999993,3,2020,8,17,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,161.0,0.3,9.8,8201.298300000002,9.629529402444545,87.0,0.15,9.59,3228.6596000000036,7.8046282304
22441,25.0,0.0,0.0,0.0,2,2021,2,21,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,184.3,0.45,9.6,3550.6798000000035,8.206991487044021,161.0,0.4,8.58,3129.8599000000045,8.11481547640512
67241,28.6,1.0,1.0,0.1999999999999993,54,2020,1,10,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,90.88,0.88,8.8,6093.14930000001,7.741405941012186,88.88,0.4,10.6,4175.989500000002,9.007438553739705
12163,17.88,0.0,0.0,0.0,38,2021,4,10,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,119.0,0.3,9.9,12072.94439999996,8.841058199147682,88.88,0.4,10.6,4175.989500000002,9.007438553739705
28972,0.99,0.0,0.0,0.0,8,2020,6,19,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,158.0,0.1,8.97995,12802.011499999966,8.318116021919002,119.0,0.3,8.6,3705.2295000000017,8.962729031452508
53569,1.68,1.0,1.0,0.19999999999999996,0,2020,7,19,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,210.0,0.15,8.88,15210.095499999932,8.505232379232847,119.0,0.3,8.6,3705.2295000000017,8.962729031452508
14509,4.8,0.0,0.0,0.0,1,2021,5,19,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,176.0,0.4,8.8,11586.005799999944,8.429474586858268,119.0,0.3,8.6,3705.2295000000017,8.962729031452508
40400,23.5,1.0,1.0,0.3000000000000007,11,2020,11,10,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,108.0,0.26,9.9,6274.649300000001,9.142702139628737,88.88,0.4,10.6,4175.989500000002,9.007438553739705
71705,17.3799,1.0,1.0,0.5200999999999993,32,2020,9,25,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,80.0,0.7,8.97995,3745.964600000003,8.336713319830245
48851,15.8,1.0,1.0,1.1999999999999993,6,2020,12,17,176.0,0.19,9.58,23684.525499999927,8.557671716177596,658.0,0.26,9.6,67311.85020000084,9.242330573739086,77.2,0.6,9.5,6478.428800000002,7.265899276859503,87.0,0.15,9.59,3228.6596000000036,7.8046282304
20043,11.6,0.0,0.0,0.0,7,2021,7,19,658.0,0.1,8.8,70029.27860000098,8.942504842470692,210.0,0.1,8.7,39574.98980000011,8.026246231497964,210.0,0.15,8.88,15210.095499999932,8.505232379232847,119.0,0.3,8.6,3705.2295000000017,8.962729031452508
62948,40.0,0.0,0.0,0.0,33,2020,9,26,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,62.9,0.45,8.739999999999998,3304.1597000000006,7.982868141643711
47232,3.4,0.0,0.0,0.0,1,2020,9,6,658.0,0.1,8.8,70029.27860000098,8.942504842470692,658.0,0.26,9.6,67311.85020000084,9.242330573739086,658.0,0.7,9.8,8966.158899999993,11.552976194220376,280.0,0.4,8.34,3644.729500000005,9.543332367149759
